Name;URL;Primary Language;Created At;Repository Age;Amount of stars;Total amount of release(s);Total Source LOC;Total Line LOC;Total Blank LOC;Total Comments LOC;CBO;DIT;WMC
perwendel/spark;https://github.com/perwendel/spark;Java;05/05/2011 11:52;9;9014;0;49721703;57678370;7099164;1345843;3.0;1.0;4.0
react-native-camera/react-native-camera;https://github.com/react-native-camera/react-native-camera;Java;01/04/2015 00:54;5;9007;123;49813103;57785664;7111482;1347289;2.0;1.0;3.0
googlesamples/easypermissions;https://github.com/googlesamples/easypermissions;Java;22/12/2015 18:05;5;8981;12;49817070;57790748;7112353;1347582;8.0;1.0;6.0
nathanmarz/storm;https://github.com/nathanmarz/storm;Java;17/09/2011 07:55;9;8957;0;49900222;57888098;7125040;1349835;3.0;1.0;4.0
bilibili/DanmakuFlameMaster;https://github.com/bilibili/DanmakuFlameMaster;Java;11/08/2013 12:18;7;8899;5;49914986;57905644;7127523;1350158;3.0;1.0;5.0
clojure/clojure;https://github.com/clojure/clojure;Java;29/06/2010 20:03;10;8825;0;50002074;58006231;7139693;1352910;0.0;1.0;1.0
chrisbanes/Android-PullToRefresh;https://github.com/chrisbanes/Android-PullToRefresh;Java;29/11/2011 09:59;9;8809;0;50009242;58015040;7141067;1353231;4.5;2.0;3.0
MyCATApache/Mycat-Server;https://github.com/MyCATApache/Mycat-Server;Java;04/12/2014 02:46;6;8773;7;50148436;58176558;7162931;1353893;3.0;1.0;6.0
square/javapoet;https://github.com/square/javapoet;Java;01/02/2013 16:56;8;8760;0;50161004;58191118;7164713;1354131;2.0;1.0;3.0
paascloud/paascloud-master;https://github.com/paascloud/paascloud-master;Java;17/03/2018 05:40;3;8749;0;50218076;58256287;7172527;1354834;4.0;1.0;2.0
neo4j/neo4j;https://github.com/neo4j/neo4j;Java;12/11/2012 08:46;8;8715;72;51441661;59673795;7357210;1366606;4.0;1.0;4.0
koral--/android-gif-drawable;https://github.com/koral--/android-gif-drawable;Java;30/01/2013 01:37;8;8708;55;51451874;59686088;7358820;1367300;4.0;1.0;5.0
jhy/jsoup;https://github.com/jhy/jsoup;Java;19/12/2009 01:29;11;8617;2;51482743;59722577;7364252;1367791;3.0;1.0;6.0
chrisjenx/Calligraphy;https://github.com/chrisjenx/Calligraphy;Java;20/12/2013 02:35;7;8611;4;51485677;59726363;7364810;1368115;5.0;1.0;3.0
laobie/StatusBarUtil;https://github.com/laobie/StatusBarUtil;Java;15/02/2016 03:06;5;8575;0;51488595;59730061;7365317;1368404;3.0;1.0;2.0
lihengming/spring-boot-api-project-seed;https://github.com/lihengming/spring-boot-api-project-seed;Java;23/06/2017 10:06;3;8575;4;51489887;59731781;7365551;1368600;4.0;1.0;3.0
hackware1993/MagicIndicator;https://github.com/hackware1993/MagicIndicator;Java;26/06/2016 08:20;4;8517;12;51495883;59739237;7366716;1368910;4.0;1.0;4.0
grpc/grpc-java;https://github.com/grpc/grpc-java;Java;08/12/2014 19:00;6;8493;86;51769717;60051067;7403058;1371840;3.0;1.0;2.0
apereo/cas;https://github.com/apereo/cas;Java;09/09/2011 01:36;9;8478;182;52210314;60564886;7472442;1375783;8.0;1.0;2.0
pxb1988/dex2jar;https://github.com/pxb1988/dex2jar;Java;16/03/2015 09:13;6;8470;4;52308073;60668252;7477768;1376167;3.0;1.0;4.0
roughike/BottomBar;https://github.com/roughike/BottomBar;Java;16/03/2016 01:31;5;8447;4;52318462;60680094;7478933;1376489;2.0;1.0;1.0
keycloak/keycloak;https://github.com/keycloak/keycloak;Java;02/07/2013 13:38;7;8438;5;54325445;62920498;7703611;1403648;4.0;1.0;5.0
alibaba/DataX;https://github.com/alibaba/DataX;Java;18/01/2018 10:09;3;8438;0;54399525;63010888;7718428;1405073;3.0;1.0;4.0
Freelander/Android_Data;https://github.com/Freelander/Android_Data;Java;04/04/2015 01:37;5;8373;0;54400363;63012089;7718586;1405305;2.0;1.0;21.0
careercup/CtCI-6th-Edition;https://github.com/careercup/CtCI-6th-Edition;Java;02/07/2015 06:28;5;8350;0;64425015;73041356;7723018;1405495;2.0;1.0;7.0
lzyzsd/JsBridge;https://github.com/lzyzsd/JsBridge;Java;26/02/2015 12:10;6;8341;0;64427022;73044065;7723447;1405774;1.5;1.0;2.0
didi/VirtualAPK;https://github.com/didi/VirtualAPK;Java;29/06/2017 07:25;3;8321;4;64443104;73063670;7726603;1406192;3.0;1.0;3.0
zaproxy/zaproxy;https://github.com/zaproxy/zaproxy;Java;03/06/2015 16:55;5;8306;202;64910971;73596002;7787505;1412684;3.0;1.0;5.0
thingsboard/thingsboard;https://github.com/thingsboard/thingsboard;Java;01/12/2016 09:33;4;8273;41;65260280;73986564;7825546;1416226;4.0;1.0;3.0
macrozheng/mall-learning;https://github.com/macrozheng/mall-learning;Java;12/04/2019 13:20;1;8225;0;65456696;74234445;7863344;1435529;3.0;1.0;7.0
florent37/MaterialViewPager;https://github.com/florent37/MaterialViewPager;Java;24/04/2015 17:53;5;8221;11;65461065;74239920;7864157;1435840;3.0;1.0;3.0
openjdk/jdk;https://github.com/openjdk/jdk;Java;17/09/2018 12:29;2;8164;0;79543446;90024474;9319948;2261455;1.0;1.0;1.0
GcsSloop/AndroidNote;https://github.com/GcsSloop/AndroidNote;Java;04/01/2016 23:51;5;8153;0;79552017;90038048;9324081;2262356;1.0;1.0;6.5
junit-team/junit4;https://github.com/junit-team/junit4;Java;13/01/2009 03:41;12;8087;13;79598201;90092833;9332212;2263255;3.0;1.0;2.0
Blankj/awesome-java-leetcode;https://github.com/Blankj/awesome-java-leetcode;Java;17/04/2017 15:51;3;7990;0;79605270;90102317;9334127;2263775;2.0;1.0;7.0
OpenAPITools/openapi-generator;https://github.com/OpenAPITools/openapi-generator;Java;12/05/2018 09:57;2;7984;38;82126985;93271569;9830861;2458631;5.0;1.0;6.0
OpenRefine/OpenRefine;https://github.com/OpenRefine/OpenRefine;Java;15/10/2012 02:22;8;7951;26;82715456;93897747;9866405;2461079;5.0;1.0;5.0
android/testing-samples;https://github.com/android/testing-samples;Java;11/10/2014 03:51;6;7922;0;82732075;93918334;9869263;2462352;6.0;1.0;3.0
DuGuQiuBai/Java;https://github.com/DuGuQiuBai/Java;Java;25/11/2015 07:30;5;7912;0;82742562;93929884;9870119;2462564;1.0;1.0;2.0
Justson/AgentWeb;https://github.com/Justson/AgentWeb;Java;12/05/2017 07:45;3;7909;11;82758299;93948637;9872804;2462968;3.0;1.0;3.0
dropwizard/dropwizard;https://github.com/dropwizard/dropwizard;Java;19/01/2011 19:52;10;7902;104;82838426;94044486;9887810;2464312;5.0;1.0;3.0
alibaba/atlas;https://github.com/alibaba/atlas;Java;28/02/2017 06:31;4;7901;7;83692680;95086336;10019121;2522472;4.0;1.0;5.0
HannahMitt/HomeMirror;https://github.com/HannahMitt/HomeMirror;Java;23/08/2015 03:20;5;7893;0;83696381;95090968;10019809;2522722;2.0;1.0;2.0
stanfordnlp/CoreNLP;https://github.com/stanfordnlp/CoreNLP;Java;27/06/2013 21:13;7;7864;2;85891926;97371089;10100759;2530669;4.0;1.0;5.0
TooTallNate/Java-WebSocket;https://github.com/TooTallNate/Java-WebSocket;Java;20/01/2010 23:33;11;7832;12;85926575;97409159;10103941;2531061;2.0;1.0;4.0
ybq/Android-SpinKit;https://github.com/ybq/Android-SpinKit;Java;20/03/2016 08:40;4;7784;0;85930060;97413645;10104676;2531345;5.0;2.0;3.0
facebook/buck;https://github.com/facebook/buck;Java;17/04/2013 18:12;7;7782;56;87163541;98837751;10273784;2556908;5.0;1.0;4.0
cats-oss/android-gpuimage;https://github.com/cats-oss/android-gpuimage;Java;04/10/2012 08:11;8;7777;0;87176750;98853013;10275522;2557301;2.0;2.0;4.0
Netflix/SimianArmy;https://github.com/Netflix/SimianArmy;Java;06/07/2012 22:00;8;7743;4;87206520;98887596;10279793;2557883;4.0;1.0;6.0
amitshekhariitbhu/Android-Debug-Database;https://github.com/amitshekhariitbhu/Android-Debug-Database;Java;16/11/2016 14:20;4;7738;12;87213467;98896223;10281107;2558275;4.0;1.0;4.0
ChrisRM/material-theme-jetbrains;https://github.com/ChrisRM/material-theme-jetbrains;Java;23/09/2015 07:15;5;7720;17;87315163;99003378;10285931;2559048;3.0;2.0;3.0
asLody/VirtualApp;https://github.com/asLody/VirtualApp;Java;06/07/2016 13:25;4;7633;0;87388863;99093613;10299770;2561934;2.0;2.0;2.0
trello/RxLifecycle;https://github.com/trello/RxLifecycle;Java;20/07/2015 13:32;5;7608;22;87394859;99101203;10301090;2562262;6.0;1.0;4.0
JakeWharton/hugo;https://github.com/JakeWharton/hugo;Java;25/11/2013 09:16;7;7583;0;87396356;99103219;10301409;2562473;7.0;1.0;8.0
Activiti/Activiti;https://github.com/Activiti/Activiti;Java;13/09/2012 11:34;8;7563;25;87734423;99508483;10366778;2565657;5.0;1.0;4.0
guolindev/LitePal;https://github.com/guolindev/LitePal;Java;20/02/2013 03:20;8;7557;0;87764422;99541911;10369913;2566164;3.0;1.0;3.0
firebase/quickstart-android;https://github.com/firebase/quickstart-android;Java;26/04/2016 17:13;4;7557;0;87799377;99584295;10375921;2567794;3.0;1.0;2.0
crossoverJie/cim;https://github.com/crossoverJie/cim;Java;20/05/2018 15:55;2;7524;7;87809766;99597342;10378288;2568099;3.0;1.0;3.0
hs-web/hsweb-framework;https://github.com/hs-web/hsweb-framework;Java;18/01/2016 03:51;5;7513;20;87838766;99632867;10384470;2568538;4.0;1.0;2.0
apache/pulsar;https://github.com/apache/pulsar;Java;28/06/2016 07:00;4;7460;45;88945333;100992422;10592637;2625678;4.0;1.0;3.0
kaushikgopal/RxJava-Android-Samples;https://github.com/kaushikgopal/RxJava-Android-Samples;Java;23/07/2014 05:13;6;7452;0;88951689;101000374;10593968;2625990;3.0;1.0;3.0
huanghaibin-dev/CalendarView;https://github.com/huanghaibin-dev/CalendarView;Java;11/03/2017 07:16;4;7451;0;88975240;101028149;10597869;2626325;4.0;1.0;7.0
termux/termux-app;https://github.com/termux/termux-app;Java;23/10/2015 09:42;5;7381;79;88989186;101044466;10599906;2626759;3.0;1.0;7.0
shwenzhang/AndResGuard;https://github.com/shwenzhang/AndResGuard;Java;11/10/2015 11:48;5;7356;4;88999972;101057357;10601608;2627204;2.0;1.0;8.0
google/agera;https://github.com/google/agera;Java;17/12/2015 13:22;5;7305;16;89021181;101081844;10604639;2627696;4.0;1.0;3.0
dropwizard/metrics;https://github.com/dropwizard/metrics;Java;26/02/2010 19:44;11;7294;54;89057689;101125875;10611580;2628811;4.0;1.0;4.0
jwtk/jjwt;https://github.com/jwtk/jjwt;Java;13/09/2014 01:06;6;7289;0;89084103;101157657;10616512;2629679;3.0;1.0;2.0
square/dagger;https://github.com/square/dagger;Java;02/08/2012 23:25;8;7266;0;89099607;101175385;10618531;2629975;3.0;1.0;1.0
aritraroy/UltimateAndroidReference;https://github.com/aritraroy/UltimateAndroidReference;Java;10/04/2017 07:28;3;7261;0;89100645;101176886;10618772;2630242;1.0;1.0;6.0
quarkusio/quarkus;https://github.com/quarkusio/quarkus;Java;06/07/2018 00:44;2;7224;107;89822487;102032891;10750222;2636757;3.0;1.0;2.0
cymcsg/UltimateRecyclerView;https://github.com/cymcsg/UltimateRecyclerView;Java;28/01/2015 02:27;6;7210;9;89846891;102061988;10754636;2637120;3.0;1.0;3.0
Bearded-Hen/Android-Bootstrap;https://github.com/Bearded-Hen/Android-Bootstrap;Java;01/11/2013 15:36;7;7206;5;89865736;102083038;10756604;2637400;3.0;1.0;4.0
airbnb/epoxy;https://github.com/airbnb/epoxy;Java;08/08/2016 23:05;4;7189;60;89936019;102165820;10768402;2639002;4.0;2.0;2.0
JakeWharton/ActionBarSherlock;https://github.com/JakeWharton/ActionBarSherlock;Java;07/03/2011 17:28;10;7181;32;89984207;102221665;10775697;2639934;4.0;1.0;3.0
pedant/sweet-alert-dialog;https://github.com/pedant/sweet-alert-dialog;Java;19/10/2014 09:24;6;7140;2;89986632;102224710;10776110;2640170;1.5;1.0;5.5
lecho/hellocharts-android;https://github.com/lecho/hellocharts-android;Java;12/10/2014 09:12;6;7139;14;90000320;102241332;10778768;2640550;4.0;1.0;4.0
square/moshi;https://github.com/square/moshi;Java;09/08/2014 15:58;6;7122;0;90029977;102275929;10782777;2641614;3.0;1.0;2.0
geeeeeeeeek/WeChatLuckyMoney;https://github.com/geeeeeeeeek/WeChatLuckyMoney;Java;30/09/2015 16:11;5;7109;20;90032974;102279628;10783223;2641889;3.0;1.0;4.0
crazycodeboy/TakePhoto;https://github.com/crazycodeboy/TakePhoto;Java;04/08/2015 02:05;5;7107;15;90038341;102286384;10784192;2642331;2.0;1.0;7.0
facebook/litho;https://github.com/facebook/litho;Java;27/01/2017 03:59;4;7074;46;91175909;103477489;10832938;2647971;5.0;1.0;2.0
MindorksOpenSource/android-interview-questions;https://github.com/MindorksOpenSource/android-interview-questions;Java;09/07/2017 18:47;3;7027;0;91177264;103479599;10833471;2648209;0.0;1.0;1.0
vipshop/vjtools;https://github.com/vipshop/vjtools;Java;29/05/2018 09:07;2;7005;9;91207279;103516761;10840169;2648811;2.0;1.0;4.0
react-native-image-picker/react-native-image-picker;https://github.com/react-native-image-picker/react-native-image-picker;Java;08/06/2015 20:25;5;6968;68;91223066;103536185;10842588;2649250;2.5;1.0;2.5
koush/AndroidAsync;https://github.com/koush/AndroidAsync;Java;24/08/2012 07:27;8;6957;0;91243981;103560786;10845969;2649677;2.0;1.0;2.0
leolin310148/ShortcutBadger;https://github.com/leolin310148/ShortcutBadger;Java;15/11/2013 12:51;7;6952;0;91246420;103563956;10846491;2649890;5.0;1.0;2.0
ogaclejapan/SmartTabLayout;https://github.com/ogaclejapan/SmartTabLayout;Java;14/02/2015 11:25;6;6866;0;91251029;103569830;10847446;2650259;4.0;1.0;4.0
hongyangAndroid/okhttputils;https://github.com/hongyangAndroid/okhttputils;Java;17/08/2015 14:53;5;6866;0;91255565;103575577;10848357;2650570;2.5;1.0;3.0
apache/shardingsphere-elasticjob;https://github.com/apache/shardingsphere-elasticjob;Java;11/09/2015 11:28;5;6860;25;91330469;103665310;10860507;2653895;4.0;1.0;3.0
google/tsunami-security-scanner;https://github.com/google/tsunami-security-scanner;Java;03/06/2020 16:20;0;6853;3;91345078;103682374;10862640;2654252;5.0;1.0;3.0
OpenFeign/feign;https://github.com/OpenFeign/feign;Java;26/06/2013 23:28;7;6776;14;91384343;103729230;10869712;2655061;3.0;1.0;2.0
hongyangAndroid/AndroidAutoLayout;https://github.com/hongyangAndroid/AndroidAutoLayout;Java;19/11/2015 02:09;5;6723;0;91389834;103736228;10870902;2655407;5.0;2.0;5.5
google/android-classyshark;https://github.com/google/android-classyshark;Java;12/10/2015 13:40;5;6718;17;91403165;103752553;10873641;2655690;2.0;1.0;4.0
swagger-api/swagger-core;https://github.com/swagger-api/swagger-core;Java;05/07/2011 23:44;9;6707;63;91477333;103836740;10883130;2656252;3.0;1.0;1.0
davemorrissey/subsampling-scale-image-view;https://github.com/davemorrissey/subsampling-scale-image-view;Java;26/08/2013 16:45;7;6679;21;91495341;103856009;10884156;2656594;3.5;1.0;3.0
Qihoo360/RePlugin;https://github.com/Qihoo360/RePlugin;Java;08/06/2017 09:39;3;6661;17;91552196;103922855;10892886;2658184;3.0;1.0;5.0
gedoor/MyBookshelf;https://github.com/gedoor/MyBookshelf;Java;12/06/2018 03:48;2;6658;160;91631795;104013352;10903473;2659234;4.0;1.0;5.0
resilience4j/resilience4j;https://github.com/resilience4j/resilience4j;Java;03/06/2015 09:21;5;6626;28;91729325;104127187;10919517;2659857;5.0;1.0;4.0
kevin-wayne/algs4;https://github.com/kevin-wayne/algs4;Java;31/08/2015 09:28;5;6530;0;91778698;104182389;10925150;2660207;4.0;1.0;18.0
DroidPluginTeam/DroidPlugin;https://github.com/DroidPluginTeam/DroidPlugin;Java;27/08/2015 11:14;5;6522;2;91813779;104223391;10930497;2660808;2.0;3.0;1.0
apache/cassandra;https://github.com/apache/cassandra;Java;21/05/2009 02:10;11;6506;0;92695577;105222005;11038436;2670541;5.0;1.0;5.0
yanzhenjie/AndPermission;https://github.com/yanzhenjie/AndPermission;Java;11/09/2016 05:17;4;6484;0;92704290;105232325;11039842;2670757;3.0;1.0;3.0
alibaba/otter;https://github.com/alibaba/otter;Java;09/08/2013 09:31;7;6482;10;92826186;105375426;11059489;2673302;3.0;1.0;4.0
dyc87112/SpringCloud-Learning;https://github.com/dyc87112/SpringCloud-Learning;Java;21/08/2016 03:39;4;6478;0;92875252;105431762;11066409;2674359;5.0;1.0;2.0
naman14/Timber;https://github.com/naman14/Timber;Java;12/06/2015 16:43;5;6475;5;92906040;105468657;11072275;2674705;3.0;1.0;2.0
newbee-ltd/newbee-mall;https://github.com/newbee-ltd/newbee-mall;Java;21/09/2019 03:56;1;6472;0;93080057;105698688;11127570;2678984;2.0;1.0;10.0
barteksc/AndroidPdfViewer;https://github.com/barteksc/AndroidPdfViewer;Java;02/06/2016 20:21;4;6451;0;93085658;105705616;11128640;2679308;1.0;1.0;2.0
java-native-access/jna;https://github.com/java-native-access/jna;Java;29/04/2011 13:30;9;6409;0;93359523;106023978;11164003;2691501;3.0;2.0;2.0
eclipse/che;https://github.com/eclipse/che;Java;26/03/2015 15:31;5;6390;26;93699005;106411771;11207320;2697631;3.0;1.0;3.0
abel533/Mapper;https://github.com/abel533/Mapper;Java;21/11/2014 11:02;6;6325;2;93735325;106453332;11212154;2698159;4.0;1.0;3.0
zendesk/android-floating-action-button;https://github.com/zendesk/android-floating-action-button;Java;19/09/2014 06:49;6;6324;0;93737655;106456430;11212677;2698423;3.0;1.0;2.0
seven332/EhViewer;https://github.com/seven332/EhViewer;Java;14/05/2014 12:03;6;6289;97;93809205;106538726;11223183;2699014;4.0;1.0;6.0
NLPchina/elasticsearch-sql;https://github.com/NLPchina/elasticsearch-sql;Java;24/08/2014 14:26;6;6287;154;93960137;106707703;11240146;2702166;5.0;1.0;11.0
goldze/MVVMHabit;https://github.com/goldze/MVVMHabit;Java;21/07/2017 10:38;3;6241;2;93975455;106725870;11242628;2702589;2.0;1.0;2.0
koush/ion;https://github.com/koush/ion;Java;22/05/2013 07:41;7;6238;0;93989116;106741918;11244706;2702951;3.0;1.0;2.0
apache/storm;https://github.com/apache/storm;Java;05/11/2013 08:00;7;6209;0;94466742;107296154;11314458;2713596;3.0;1.0;5.0
Exrick/xmall;https://github.com/Exrick/xmall;Java;28/07/2017 01:49;3;6174;0;94745352;107616397;11354846;2719556;3.0;1.0;12.0
Angel-ML/angel;https://github.com/Angel-ML/angel;Java;25/04/2017 05:57;3;6164;18;96123114;109044086;11402734;2721651;5.0;1.0;8.0
vinc3m1/RoundedImageView;https://github.com/vinc3m1/RoundedImageView;Java;22/02/2013 01:17;8;6145;19;96126052;109047771;11403246;2721900;9.0;2.0;3.0
ikew0ng/SwipeBackLayout;https://github.com/ikew0ng/SwipeBackLayout;Java;25/08/2013 03:36;7;6098;0;96129517;109052027;11403830;2722201;3.0;1.0;8.0
GrenderG/Toasty;https://github.com/GrenderG/Toasty;Java;18/01/2017 18:52;4;6092;18;96131158;109054261;11404161;2722484;3.0;1.0;1.0
rengwuxian/MaterialEditText;https://github.com/rengwuxian/MaterialEditText;Java;30/10/2014 10:07;6;6087;19;96136585;109060832;11405070;2722761;2.0;1.0;4.0
macrozheng/mall-swarm;https://github.com/macrozheng/mall-swarm;Java;25/11/2019 06:55;1;6080;1;96272081;109216525;11424030;2727643;3.0;1.0;11.0
rey5137/material;https://github.com/rey5137/material;Java;09/12/2014 12:07;6;6064;10;96306168;109257329;11430489;2728530;3.0;1.0;4.0
google/physical-web;https://github.com/google/physical-web;Java;30/09/2014 18:32;6;6053;17;96331157;109286858;11434197;2729433;3.0;1.0;3.0
pedrovgs/EffectiveAndroidUI;https://github.com/pedrovgs/EffectiveAndroidUI;Java;04/07/2014 08:42;6;6045;0;96336572;109293392;11435075;2729688;3.0;1.0;3.0
uber/RIBs;https://github.com/uber/RIBs;Java;03/10/2017 18:18;3;6038;3;96373370;109336971;11441373;2730216;3.0;1.0;2.0
gocd/gocd;https://github.com/gocd/gocd;Java;13/12/2013 05:26;7;6011;67;97342914;110448517;11572334;2744626;5.0;1.0;4.0
markzhai/AndroidPerformanceMonitor;https://github.com/markzhai/AndroidPerformanceMonitor;Java;17/01/2016 05:23;5;5971;0;97347763;110454542;11573192;2744962;3.0;1.0;4.0
guardianproject/haven;https://github.com/guardianproject/haven;Java;01/03/2017 03:20;4;5964;36;97374385;110487012;11578709;2745838;4.0;1.0;5.0
antoniolg/androidmvp;https://github.com/antoniolg/androidmvp;Java;02/04/2014 05:42;6;5942;0;97376119;110489338;11579044;2746110;2.0;1.0;4.0
Meituan-Dianping/walle;https://github.com/Meituan-Dianping/walle;Java;10/01/2017 03:39;4;5926;1;97386041;110500868;11580340;2746486;2.0;1.0;4.0
singwhatiwanna/dynamic-load-apk;https://github.com/singwhatiwanna/dynamic-load-apk;Java;30/03/2014 11:51;6;5908;0;97391843;110508222;11581430;2746977;3.0;1.0;2.0
zhoutaoo/SpringCloud;https://github.com/zhoutaoo/SpringCloud;Java;23/07/2017 14:28;3;5893;0;97407822;110527545;11583883;2748597;5.0;1.0;1.0
daimajia/NumberProgressBar;https://github.com/daimajia/NumberProgressBar;Java;01/05/2014 08:54;6;5888;3;97409348;110529715;11584251;2748907;0.5;1.0;1.0
checkstyle/checkstyle;https://github.com/checkstyle/checkstyle;Java;31/08/2013 02:05;7;5884;100;97871409;111038876;11628525;2755584;0.0;1.0;1.0
lenve/VBlog;https://github.com/lenve/VBlog;Java;26/12/2017 11:01;3;5880;0;97889121;111057452;11629121;2755917;4.0;1.0;5.0
wyouflf/xUtils3;https://github.com/wyouflf/xUtils3;Java;28/10/2015 10:56;5;5876;9;97904837;111076313;11631991;2756245;3.0;1.0;6.5
google/closure-compiler;https://github.com/google/closure-compiler;Java;16/04/2014 15:30;6;5869;0;98769394;112086199;11774101;2761399;5.0;1.0;6.0
aa112901/remusic;https://github.com/aa112901/remusic;Java;24/03/2016 06:20;4;5849;0;98827192;112153743;11783590;2762025;3.0;1.0;3.0
KunMinX/Jetpack-MVVM-Best-Practice;https://github.com/KunMinX/Jetpack-MVVM-Best-Practice;Java;31/10/2019 05:21;1;5847;0;98842302;112171202;11785679;2762332;3.0;1.0;3.0
smuyyh/BookReader;https://github.com/smuyyh/BookReader;Java;03/08/2016 05:17;4;5845;0;98889477;112225559;11792580;2762783;2.0;1.0;2.0
